--- Quran Word Frequency Analysis ---
Source: d:\Corporate Identity\Branding Assets\quran\quran_universal.parquet
Total Words Count: 82,456
Unique Words Count: 15,776

Top Frequent Words:
Rank   | Word                 | Count      | Frequency 
6503   | نات                  | 1          | 0.0012%
6504   | سئل                  | 1          | 0.0012%
6505   | يتبدل                | 1          | 0.0012%
6506   | يردونكم              | 1          | 0.0012%
6507   | كفارا                | 1          | 0.0012%
6508   | حسدۭا                | 1          | 0.0012%
6509   | فاعفوا۟              | 1          | 0.0012%
6510   | واصفحوا۟             | 1          | 0.0012%
6511   | امانيهم              | 1          | 0.0012%
6512   | خرابها               | 1          | 0.0012%
6513   | خائفين               | 1          | 0.0012%
6514   | فاينما               | 1          | 0.0012%
6515   | فثم                  | 1          | 0.0012%
6516   | يكلمنا               | 1          | 0.0012%
6517   | تشبهت                | 1          | 0.0012%
6518   | تسل                  | 1          | 0.0012%
6519   | يتلونهۥ              | 1          | 0.0012%
6520   | تلاوتهۦ              | 1          | 0.0012%
6521   | تنفعها               | 1          | 0.0012%
6522   | بكلمتۢ               | 1          | 0.0012%
6523   | فاتمهن               | 1          | 0.0012%
6524   | جاعلك                | 1          | 0.0012%
6525   | عهدي                 | 1          | 0.0012%
6526   | مثابهۭ               | 1          | 0.0012%
6527   | وامنۭا               | 1          | 0.0012%
6528   | مصلۭي                | 1          | 0.0012%
6529   | وعهدنا               | 1          | 0.0012%
6530   | طهرا                 | 1          | 0.0012%
6531   | والعكفين             | 1          | 0.0012%
6532   | بلدا                 | 1          | 0.0012%
6533   | وارزق                | 1          | 0.0012%
6534   | فامتعهۥ              | 1          | 0.0012%
6535   | اضطرهۥ               | 1          | 0.0012%
6536   | ذريتنا               | 1          | 0.0012%
6537   | وارنا                | 1          | 0.0012%
6538   | مناسكنا              | 1          | 0.0012%
6539   | يرغب                 | 1          | 0.0012%
6540   | سفه                  | 1          | 0.0012%
6541   | اصطفينه              | 1          | 0.0012%
6542   | ووصي                 | 1          | 0.0012%
6543   | بنيه                 | 1          | 0.0012%
6544   | لبنيه                | 1          | 0.0012%
6545   | ءابائك               | 1          | 0.0012%
6546   | شقاقۢ                | 1          | 0.0012%
6547   | فسيكفيكهم            | 1          | 0.0012%
6548   | صبغه                 | 1          | 0.0012%
6549   | صبغهۭ                | 1          | 0.0012%
6550   | اتحاجوننا            | 1          | 0.0012%
6551   | ولنا                 | 1          | 0.0012%
6552   | مخلصون               | 1          | 0.0012%
6553   | كتم                  | 1          | 0.0012%
6554   | وسطۭا                | 1          | 0.0012%
6555   | القبله               | 1          | 0.0012%
6556   | ليضيع                | 1          | 0.0012%
6557   | فلنولينك             | 1          | 0.0012%
6558   | ترضيها               | 1          | 0.0012%
6559   | ليعلمون              | 1          | 0.0012%
6560   | اتيت                 | 1          | 0.0012%
6561   | تبعوا۟               | 1          | 0.0012%
6562   | قبلتك                | 1          | 0.0012%
6563   | ليكتمون              | 1          | 0.0012%
6564   | وجهه                 | 1          | 0.0012%
6565   | موليها               | 1          | 0.0012%
6566   | واخشوني              | 1          | 0.0012%
6567   | ولاتم                | 1          | 0.0012%
6568   | ويزكيكم              | 1          | 0.0012%
6569   | فاذكروني             | 1          | 0.0012%
6570   | اذكركم               | 1          | 0.0012%
6571   | اموتۢ                | 1          | 0.0012%
6572   | والجوع               | 1          | 0.0012%
6573   | والانفس              | 1          | 0.0012%
6574   | والثمرت              | 1          | 0.0012%
6575   | صلوتۭ                | 1          | 0.0012%
6576   | المهتدون             | 1          | 0.0012%
6577   | الصفا                | 1          | 0.0012%
6578   | والمروه              | 1          | 0.0012%
6579   | شعائر                | 1          | 0.0012%
6580   | اعتمر                | 1          | 0.0012%
6581   | شاكر                 | 1          | 0.0012%
6582   | يلعنهم               | 1          | 0.0012%
6583   | ويلعنهم              | 1          | 0.0012%
6584   | اللعنون              | 1          | 0.0012%
6585   | وبينوا۟              | 1          | 0.0012%
6586   | اتوب                 | 1          | 0.0012%
6587   | والسحاب              | 1          | 0.0012%
6588   | المسخر               | 1          | 0.0012%
6589   | يحبونهم              | 1          | 0.0012%
6590   | كحب                  | 1          | 0.0012%
6591   | وتقطعت               | 1          | 0.0012%
6592   | الاسباب              | 1          | 0.0012%
6593   | فنتبرا               | 1          | 0.0012%
6594   | تبرءوا۟              | 1          | 0.0012%
6595   | يريهم                | 1          | 0.0012%
6596   | الفينا               | 1          | 0.0012%
6597   | ينعق                 | 1          | 0.0012%
6598   | دعاءۭ                | 1          | 0.0012%
6599   | ونداءۭ               | 1          | 0.0012%
6600   | ويشترون              | 1          | 0.0012%
6601   | والعذاب              | 1          | 0.0012%
6602   | بالمغفره             | 1          | 0.0012%
6603   | اصبرهم               | 1          | 0.0012%
6604   | والسائلين            | 1          | 0.0012%
6605   | والموفون             | 1          | 0.0012%
6606   | بعهدهم               | 1          | 0.0012%
6607   | القتلي               | 1          | 0.0012%
6608   | بالحر                | 1          | 0.0012%
6609   | والعبد               | 1          | 0.0012%
6610   | بالعبد               | 1          | 0.0012%
6611   | عفي                  | 1          | 0.0012%
6612   | فاتباعۢ              | 1          | 0.0012%
6613   | واداء                | 1          | 0.0012%
6614   | تخفيفۭ               | 1          | 0.0012%
6615   | للولدين              | 1          | 0.0012%
6616   | فمنۢ                 | 1          | 0.0012%
6617   | بدلهۥ                | 1          | 0.0012%
6618   | سمعهۥ                | 1          | 0.0012%
6619   | اثمهۥ                | 1          | 0.0012%
6620   | يبدلونهۥ             | 1          | 0.0012%
6621   | موصۢ                 | 1          | 0.0012%
6622   | جنفا                 | 1          | 0.0012%
6623   | فاصلح                | 1          | 0.0012%
6624   | يطيقونهۥ             | 1          | 0.0012%
6625   | مسكينۢ               | 1          | 0.0012%
6626   | تصوموا۟              | 1          | 0.0012%
6627   | شهر                  | 1          | 0.0012%
6628   | رمضان                | 1          | 0.0012%
6629   | وبينتۢ               | 1          | 0.0012%
6630   | فليصمه               | 1          | 0.0012%
6631   | اليسر                | 1          | 0.0012%
6632   | ولتكملوا۟            | 1          | 0.0012%
6633   | ولتكبروا۟            | 1          | 0.0012%
6634   | سالك                 | 1          | 0.0012%
6635   | قريب                 | 1          | 0.0012%
6636   | اجيب                 | 1          | 0.0012%
6637   | دعان                 | 1          | 0.0012%
6638   | وليؤمنوا۟            | 1          | 0.0012%
6639   | يرشدون               | 1          | 0.0012%
6640   | الرفث                | 1          | 0.0012%
6641   | تختانون              | 1          | 0.0012%
6642   | وعفا                 | 1          | 0.0012%
6643   | فالن                 | 1          | 0.0012%
6644   | بشروهن               | 1          | 0.0012%
6645   | الابيض               | 1          | 0.0012%
6646   | الاسود               | 1          | 0.0012%
6647   | اتموا۟               | 1          | 0.0012%
6648   | تبشروهن              | 1          | 0.0012%
6649   | تقربوها              | 1          | 0.0012%
6650   | وتدلوا۟              | 1          | 0.0012%
6651   | الحكام               | 1          | 0.0012%
6652   | الاهله               | 1          | 0.0012%
